PeakID (cmd=annotatePeaks.pl ATAC-H3K27me3_subtracted.bed Gallus_gallus.GRCg6a.dna.toplevel.fa -gtf GalGal6_protein_coding.gtf -gid)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ATAC_R1.mLb.clN_peak_31604	21	2286197	2286363	+	21	NA	intron (ENSGALG00000001600, intron 1 of 14)	protein_coding-intron (ENSGALG00000001600, intron 1 of 14)	8949	ENSGALG00000001600	ENSGALG00000001600	ENSGALT00000002426			DVL1			protein_coding
ATAC_R1.mLb.clN_peak_17623	13	17286264	17286456	+	21	NA	Intergenic	Intergenic	-4603	ENSGALG00000029896	ENSGALG00000029896	ENSGALT00000049203						protein_coding
ATAC_R1.mLb.clN_peak_15762	12	9629512	9629653	+	21	NA	Intergenic	Intergenic	-27160	ENSGALG00000051143	ENSGALG00000051143	ENSGALT00000097858						protein_coding
ATAC_R1.mLb.clN_peak_16583	13	3761194	3761346	+	21	NA	Intergenic	Intergenic	158201	ENSGALG00000002229	ENSGALG00000002229	ENSGALT00000101372			FBXW11			protein_coding
ATAC_R1.mLb.clN_peak_17983	14	4563949	4564112	+	21	NA	intron (ENSGALG00000004611, intron 3 of 4)	protein_coding-intron (ENSGALG00000004611, intron 3 of 4)	5077	ENSGALG00000004611	ENSGALG00000004611	ENSGALT00000007337			FBXL18			protein_coding
ATAC_R1.mLb.clN_peak_39362	3	88089751	88090028	+	21	NA	intron (ENSGALG00000016304, intron 2 of 19)	protein_coding-intron (ENSGALG00000016304, intron 2 of 19)	13700	ENSGALG00000016304	ENSGALG00000016304	ENSGALT00000026304			LRRC1			protein_coding
ATAC_R1.mLb.clN_peak_18757	15	968346	968517	+	21	NA	intron (ENSGALG00000001616, intron 1 of 17)	protein_coding-intron (ENSGALG00000001616, intron 1 of 18)	689	ENSGALG00000001616	ENSGALG00000001616	ENSGALT00000092869			CDC45			protein_coding
ATAC_R1.mLb.clN_peak_20434	19	731824	731988	+	21	NA	intron (ENSGALG00000001028, intron 1 of 8)	protein_coding-intron (ENSGALG00000001028, intron 1 of 8)	-21499	ENSGALG00000000944	ENSGALG00000000944	ENSGALT00000001394			SUPT4H1			protein_coding
ATAC_R1.mLb.clN_peak_48918	5	11913255	11913403	+	21	NA	Intergenic	Intergenic	42939	ENSGALG00000006096	ENSGALG00000006096	ENSGALT00000009835			RPS13			protein_coding
ATAC_R1.mLb.clN_peak_61274	9	13716074	13716182	+	21	NA	Intergenic	Intergenic	-19507	ENSGALG00000052927	ENSGALG00000052927	ENSGALT00000107554						protein_coding
ATAC_R1.mLb.clN_peak_12717	10	9141677	9141869	+	21	NA	intron (ENSGALG00000042839, intron 1 of 11)	protein_coding-intron (ENSGALG00000042839, intron 1 of 11)	-2889	ENSGALG00000042839	ENSGALG00000042839	ENSGALT00000080167			FAM214A			protein_coding
ATAC_R1.mLb.clN_peak_52503	5	58205432	58205667	+	21	NA	intron (ENSGALG00000012374, intron 1 of 13)	protein_coding-intron (ENSGALG00000012374, intron 1 of 13)	-1885	ENSGALG00000012374	ENSGALG00000012374	ENSGALT00000096592			FRMD6			protein_coding
ATAC_R1.mLb.clN_peak_33379	3	4589862	4589990	+	21	NA	intron (ENSGALG00000023773, intron 1 of 3)	protein_coding-intron (ENSGALG00000023773, intron 1 of 3)	594	ENSGALG00000023773	ENSGALG00000023773	ENSGALT00000108168						protein_coding
ATAC_R1.mLb.clN_peak_27141	2	98436391	98436505	+	21	NA	intron (ENSGALG00000022874, intron 2 of 7)	protein_coding-intron (ENSGALG00000022874, intron 2 of 7)	31090	ENSGALG00000022874	ENSGALG00000022874	ENSGALT00000033559			RAB31			protein_coding
ATAC_R1.mLb.clN_peak_18386	14	10437465	10437673	+	21	NA	intron (ENSGALG00000053043, intron 1 of 3)	protein_coding-intron (ENSGALG00000053043, intron 1 of 4)	11328	ENSGALG00000053043	ENSGALG00000053043	ENSGALT00000098448			CARHSP1			protein_coding
ATAC_R1.mLb.clN_peak_44053	4	38840325	38840490	+	21	NA	intron (ENSGALG00000010592, intron 1 of 9)	protein_coding-intron (ENSGALG00000010592, intron 1 of 7)	31817	ENSGALG00000010592	ENSGALG00000010592	ENSGALT00000017236			TET2			protein_coding
ATAC_R1.mLb.clN_peak_20819	19	9680647	9680766	+	20	NA	intron (ENSGALG00000033885, intron 2 of 24)	protein_coding-intron (ENSGALG00000033885, intron 2 of 24)	8161	ENSGALG00000033885	ENSGALG00000033885	ENSGALT00000100133			RAP1GAP2			protein_coding
ATAC_R1.mLb.clN_peak_7859	1	124157774	124157920	+	20	NA	intron (ENSGALG00000016574, intron 1 of 3)	protein_coding-intron (ENSGALG00000016574, intron 1 of 3)	306	ENSGALG00000016574	ENSGALG00000016574	ENSGALT00000058031			GEMIN8			protein_coding
ATAC_R1.mLb.clN_peak_20638	19	6474907	6475100	+	20	NA	intron (ENSGALG00000004364, intron 6 of 22)	protein_coding-intron (ENSGALG00000004364, intron 6 of 22)	10283	ENSGALG00000004364	ENSGALG00000004364	ENSGALT00000065478			ABR			protein_coding
ATAC_R1.mLb.clN_peak_19618	17	6306600	6306713	+	20	NA	Intergenic	Intergenic	-7302	ENSGALG00000003875	ENSGALG00000003875	ENSGALT00000006164			ABL1			protein_coding
ATAC_R1.mLb.clN_peak_12601	10	8267248	8267364	+	20	NA	Intergenic	Intergenic	-13003	ENSGALG00000037336	ENSGALG00000037336	ENSGALT00000061730			PRTG			protein_coding
ATAC_R1.mLb.clN_peak_49831	5	24479153	24479264	+	20	NA	intron (ENSGALG00000008469, intron 2 of 9)	protein_coding-intron (ENSGALG00000008469, intron 2 of 10)	3070	ENSGALG00000008469	ENSGALG00000008469	ENSGALT00000013800						protein_coding
ATAC_R1.mLb.clN_peak_35630	3	38347799	38347908	+	20	NA	Intergenic	Intergenic	59727	ENSGALG00000035299	ENSGALG00000035299	ENSGALT00000049887			TOMM20			protein_coding
ATAC_R1.mLb.clN_peak_2674	1	37474004	37474134	+	20	NA	Intergenic	Intergenic	333915	ENSGALG00000010204	ENSGALG00000010204	ENSGALT00000104772			KCNC2			protein_coding
ATAC_R1.mLb.clN_peak_64254	Z	34451477	34451620	+	20	NA	intron (ENSGALG00000054345, intron 1 of 3)	protein_coding-intron (ENSGALG00000054345, intron 1 of 1)	1329	ENSGALG00000054345	ENSGALG00000054345	ENSGALT00000091585			RFKL			protein_coding
ATAC_R1.mLb.clN_peak_54274	6	23857527	23857803	+	20	NA	intron (ENSGALG00000007820, intron 1 of 13)	protein_coding-intron (ENSGALG00000007820, intron 2 of 12)	50646	ENSGALG00000007820	ENSGALG00000007820	ENSGALT00000049866			BTRC			protein_coding
ATAC_R1.mLb.clN_peak_51464	5	43740706	43740880	+	20	NA	intron (ENSGALG00000010665, intron 1 of 6)	protein_coding-intron (ENSGALG00000010665, intron 1 of 6)	-28967	ENSGALG00000010665	ENSGALG00000010665	ENSGALT00000017352			FOXN3			protein_coding
ATAC_R1.mLb.clN_peak_29879	2	135958709	135958896	+	20	NA	intron (ENSGALG00000039013, intron 1 of 4)	protein_coding-intron (ENSGALG00000039013, intron 1 of 4)	-55369	ENSGALG00000039013	ENSGALG00000039013	ENSGALT00000066923			EXT1			protein_coding
ATAC_R1.mLb.clN_peak_27837	2	108157988	108158129	+	20	NA	Intergenic	Intergenic	49956	ENSGALG00000015234	ENSGALG00000015234	ENSGALT00000104715						protein_coding
ATAC_R1.mLb.clN_peak_24489	2	51958505	51958633	+	20	NA	intron (ENSGALG00000038089, intron 1 of 26)	protein_coding-intron (ENSGALG00000038089, intron 1 of 27)	559	ENSGALG00000038089	ENSGALG00000038089	ENSGALT00000056722			EGFR			protein_coding
ATAC_R1.mLb.clN_peak_49245	5	16941511	16941645	+	20	NA	intron (ENSGALG00000007178, intron 1 of 11)	protein_coding-intron (ENSGALG00000007178, intron 1 of 12)	652	ENSGALG00000007178	ENSGALG00000007178	ENSGALT00000011621			FADS2			protein_coding
ATAC_R1.mLb.clN_peak_22444	2	22227381	22227564	+	20	NA	Intergenic	Intergenic	92932	ENSGALG00000009064	ENSGALG00000009064	ENSGALT00000014752			FZD1			protein_coding
ATAC_R1.mLb.clN_peak_23802	2	41622239	41622398	+	20	NA	intron (ENSGALG00000034340, intron 1 of 27)	protein_coding-intron (ENSGALG00000034340, intron 1 of 27)	264	ENSGALG00000034340	ENSGALG00000034340	ENSGALT00000068878			ATP2C1			protein_coding
ATAC_R1.mLb.clN_peak_25948	2	80531497	80531742	+	20	NA	intron (ENSGALG00000013081, intron 3 of 3)	protein_coding-intron (ENSGALG00000013081, intron 3 of 4)	38192	ENSGALG00000013081	ENSGALG00000013081	ENSGALT00000021359			VWC2			protein_coding
ATAC_R1.mLb.clN_peak_19049	15	5018350	5018483	+	20	NA	intron (ENSGALG00000003120, intron 43 of 44)	protein_coding-intron (ENSGALG00000003120, intron 43 of 44)	28460	ENSGALG00000003137	ENSGALG00000003137	ENSGALT00000039587			RFLNA			protein_coding
ATAC_R1.mLb.clN_peak_17402	13	14184369	14184649	+	20	NA	Intergenic	Intergenic	-12763	ENSGALG00000035804	ENSGALG00000035804	ENSGALT00000082709			SQSTM1			protein_coding
ATAC_R1.mLb.clN_peak_32039	23	203630	203833	+	20	NA	Intergenic	Intergenic	-25819	ENSGALG00000029316	ENSGALG00000029316	ENSGALT00000081482						protein_coding
ATAC_R1.mLb.clN_peak_59578	8	20725053	20725239	+	20	NA	intron (ENSGALG00000010094, intron 1 of 6)	protein_coding-intron (ENSGALG00000010094, intron 1 of 6)	291	ENSGALG00000010094	ENSGALG00000010094	ENSGALT00000054187			B4GALT2			protein_coding
ATAC_R1.mLb.clN_peak_21834	2	15323806	15323923	+	20	NA	Intergenic	Intergenic	-5539	ENSGALG00000040993	ENSGALG00000040993	ENSGALT00000056719			BAMBI			protein_coding
ATAC_R1.mLb.clN_peak_44080	4	39073066	39073174	+	20	NA	Intergenic	Intergenic	91866	ENSGALG00000053595	ENSGALG00000053595	ENSGALT00000105013			CXXC4			protein_coding
ATAC_R1.mLb.clN_peak_21138	2	4916420	4916591	+	20	NA	intron (ENSGALG00000005979, intron 1 of 17)	protein_coding-intron (ENSGALG00000005979, intron 1 of 16)	517	ENSGALG00000005979	ENSGALG00000005979	ENSGALT00000009616			OXSR1			protein_coding
ATAC_R1.mLb.clN_peak_29876	2	135953874	135953983	+	20	NA	intron (ENSGALG00000039013, intron 1 of 4)	protein_coding-intron (ENSGALG00000039013, intron 1 of 4)	-50495	ENSGALG00000039013	ENSGALG00000039013	ENSGALT00000066923			EXT1			protein_coding
ATAC_R1.mLb.clN_peak_15704	12	9174839	9174989	+	20	NA	intron (ENSGALG00000005670, intron 1 of 20)	protein_coding-intron (ENSGALG00000005670, intron 1 of 20)	-23523	ENSGALG00000005656	ENSGALG00000005656	ENSGALT00000065186			DENND6A			protein_coding
ATAC_R1.mLb.clN_peak_55820	7	10517087	10517196	+	20	NA	Intergenic	Intergenic	-150836	ENSGALG00000008113	ENSGALG00000008113	ENSGALT00000013169			PLCL1			protein_coding
ATAC_R1.mLb.clN_peak_45624	4	59042125	59042299	+	20	NA	Intergenic	Intergenic	-205000	ENSGALG00000012219	ENSGALG00000012219	ENSGALT00000019955			UNC5C			protein_coding
ATAC_R1.mLb.clN_peak_48584	5	8115437	8115631	+	20	NA	Intergenic	Intergenic	-24200	ENSGALG00000005415	ENSGALG00000005415	ENSGALT00000057591			TEAD1			protein_coding
ATAC_R1.mLb.clN_peak_18123	14	7376972	7377146	+	20	NA	Intergenic	Intergenic	-6144	ENSGALG00000006202	ENSGALG00000006202	ENSGALT00000010010			SCNN1B			protein_coding
ATAC_R1.mLb.clN_peak_26561	2	90020982	90021138	+	20	NA	intron (ENSGALG00000013605, intron 2 of 37)	protein_coding-intron (ENSGALG00000013605, intron 2 of 35)	44328	ENSGALG00000013605	ENSGALG00000013605	ENSGALT00000054756			CARMIL1			protein_coding
ATAC_R1.mLb.clN_peak_64894	Z	46254528	46254640	+	20	NA	Intergenic	Intergenic	-17852	ENSGALG00000000234	ENSGALG00000000234	ENSGALT00000059559			EPB41L4A			protein_coding
ATAC_R1.mLb.clN_peak_35753	3	40263207	40263315	+	20	NA	Intergenic	Intergenic	-59537	ENSGALG00000011106	ENSGALG00000011106	ENSGALT00000102511			GALNT2			protein_coding
ATAC_R1.mLb.clN_peak_36432	3	48557319	48557499	+	20	NA	Intergenic	Intergenic	26899	ENSGALG00000012392	ENSGALG00000012392	ENSGALT00000020235			IYD			protein_coding
ATAC_R1.mLb.clN_peak_18731	15	699589	699701	+	20	NA	Intergenic	Intergenic	20918	ENSGALG00000031982	ENSGALG00000031982	ENSGALT00000087167			SDF2L1			protein_coding
ATAC_R1.mLb.clN_peak_55568	7	6646399	6646548	+	20	NA	Intergenic	Intergenic	24050	ENSGALG00000004322	ENSGALG00000004322	ENSGALT00000006888			AHR1B			protein_coding
ATAC_R1.mLb.clN_peak_65374	Z	55545076	55545249	+	20	NA	Intergenic	Intergenic	-37397	ENSGALG00000015451	ENSGALG00000015451	ENSGALT00000046749			ZNF462			protein_coding
ATAC_R1.mLb.clN_peak_16127	12	16466987	16467153	+	19	NA	intron (ENSGALG00000007769, intron 2 of 17)	protein_coding-intron (ENSGALG00000007769, intron 2 of 17)	36267	ENSGALG00000007769	ENSGALG00000007769	ENSGALT00000012606			FOXP3			protein_coding
ATAC_R1.mLb.clN_peak_12047	1	196376366	196376476	+	19	NA	intron (ENSGALG00000017323, intron 6 of 8)	protein_coding-intron (ENSGALG00000017323, intron 7 of 9)	19791	ENSGALG00000049427	ENSGALG00000049427	ENSGALT00000092464			RELT			protein_coding
ATAC_R1.mLb.clN_peak_20038	18	4327574	4327711	+	19	NA	Intergenic	Intergenic	-14896	ENSGALG00000001892	ENSGALG00000001892	ENSGALT00000039145			CYGB			protein_coding
ATAC_R1.mLb.clN_peak_21895	2	16144889	16145015	+	19	NA	intron (ENSGALG00000007579, intron 12 of 12)	protein_coding-intron (ENSGALG00000007579, intron 13 of 13)	28023	ENSGALG00000007564	ENSGALG00000007564	ENSGALT00000046640						protein_coding
ATAC_R1.mLb.clN_peak_59472	8	19632719	19632848	+	19	NA	intron (ENSGALG00000009021, intron 2 of 4)	protein_coding-intron (ENSGALG00000009021, intron 2 of 4)	40271	ENSGALG00000009021	ENSGALG00000009021	ENSGALT00000014679			ST6GALNAC5			protein_coding
ATAC_R1.mLb.clN_peak_32617	26	1766694	1766867	+	19	NA	intron (ENSGALG00000038399, intron 1 of 25)	protein_coding-intron (ENSGALG00000038399, intron 1 of 23)	9677	ENSGALG00000038399	ENSGALG00000038399	ENSGALT00000073220			PLEKHA6			protein_coding
ATAC_R1.mLb.clN_peak_10861	1	178020708	178020877	+	19	NA	intron (ENSGALG00000017104, intron 1 of 4)	protein_coding-intron (ENSGALG00000017104, intron 1 of 12)	5316	ENSGALG00000017104	ENSGALG00000017104	ENSGALT00000093553			CDK8			protein_coding
ATAC_R1.mLb.clN_peak_65959	Z	66211127	66211235	+	19	NA	Intergenic	Intergenic	-17544	ENSGALG00000015663	ENSGALG00000015663	ENSGALT00000025254			HSDL2			protein_coding
ATAC_R1.mLb.clN_peak_60064	8	28731608	28731756	+	19	NA	Intergenic	Intergenic	-37568	ENSGALG00000027565	ENSGALG00000027565	ENSGALT00000044161						protein_coding
ATAC_R1.mLb.clN_peak_4015	1	56872377	56872514	+	19	NA	Intergenic	Intergenic	-2281	ENSGALG00000012857	ENSGALG00000012857	ENSGALT00000020969			DENND2A			protein_coding
ATAC_R1.mLb.clN_peak_42532	4	16334315	16334506	+	19	NA	Intergenic	Intergenic	-47986	ENSGALG00000008513	ENSGALG00000008513	ENSGALT00000013866			C1GALT1C1			protein_coding
ATAC_R1.mLb.clN_peak_53282	6	11968112	11968334	+	19	NA	intron (ENSGALG00000004345, intron 3 of 8)	protein_coding-intron (ENSGALG00000004345, intron 3 of 8)	5095	ENSGALG00000004345	ENSGALG00000004345	ENSGALT00000006932			OIT3			protein_coding
ATAC_R1.mLb.clN_peak_13347	10	18301067	18301286	+	19	NA	intron (ENSGALG00000007371, intron 6 of 13)	protein_coding-intron (ENSGALG00000007371, intron 6 of 13)	-39500	ENSGALG00000007365	ENSGALG00000007365	ENSGALT00000011910			PARP16			protein_coding
ATAC_R1.mLb.clN_peak_19694	17	7904813	7905001	+	19	NA	intron (ENSGALG00000002515, intron 1 of 5)	protein_coding-intron (ENSGALG00000002515, intron 1 of 5)	5289	ENSGALG00000002515	ENSGALG00000002515	ENSGALT00000073894			OLFM1			protein_coding
ATAC_R1.mLb.clN_peak_34446	3	23453169	23453368	+	19	NA	intron (ENSGALG00000042511, intron 5 of 6)	protein_coding-intron (ENSGALG00000042511, intron 5 of 6)	24902	ENSGALG00000042511	ENSGALG00000042511	ENSGALT00000096737			PKDCC			protein_coding
ATAC_R1.mLb.clN_peak_31608	21	2314996	2315124	+	19	NA	intron (ENSGALG00000001600, intron 4 of 14)	protein_coding-intron (ENSGALG00000001600, intron 4 of 14)	-29853	ENSGALG00000001691	ENSGALG00000001691	ENSGALT00000002586			INTS11			protein_coding
ATAC_R1.mLb.clN_peak_46049	4	64569252	64569406	+	19	NA	intron (ENSGALG00000013715, intron 3 of 13)	protein_coding-intron (ENSGALG00000013715, intron 3 of 13)	65691	ENSGALG00000042726	ENSGALG00000042726	ENSGALT00000046754			TRMT9B			protein_coding
ATAC_R1.mLb.clN_peak_60817	9	9326903	9327165	+	19	NA	Intergenic	Intergenic	75157	ENSGALG00000004959	ENSGALG00000004959	ENSGALT00000007951			IRS1			protein_coding
ATAC_R1.mLb.clN_peak_57395	7	29755564	29755719	+	19	NA	intron (ENSGALG00000012171, intron 1 of 1)	protein_coding-intron (ENSGALG00000012171, intron 1 of 1)	28139	ENSGALG00000050403	ENSGALG00000050403	ENSGALT00000095849			LYPD1			protein_coding
ATAC_R1.mLb.clN_peak_50157	5	29654576	29654713	+	19	NA	Intergenic	Intergenic	-28007	ENSGALG00000009592	ENSGALG00000009592	ENSGALT00000015631			SRP14			protein_coding
ATAC_R1.mLb.clN_peak_55841	7	10783117	10783264	+	19	NA	Intergenic	Intergenic	134361	ENSGALG00000008135	ENSGALG00000008135	ENSGALT00000045425			SATB2			protein_coding
ATAC_R1.mLb.clN_peak_56106	7	14775213	14775343	+	19	NA	Intergenic	Intergenic	-4934	ENSGALG00000009001	ENSGALG00000009001	ENSGALT00000014643			CWC22			protein_coding
ATAC_R1.mLb.clN_peak_48048	5	401996	402148	+	19	NA	Intergenic	Intergenic	-2712	ENSGALG00000036492	ENSGALG00000036492	ENSGALT00000053293			DAGLA			protein_coding
ATAC_R1.mLb.clN_peak_58423	8	6179423	6179632	+	18	NA	Intergenic	Intergenic	3219	ENSGALG00000023725	ENSGALG00000023725	ENSGALT00000039676			IER5			protein_coding
ATAC_R1.mLb.clN_peak_19835	17	10425859	10426007	+	18	NA	intron (ENSGALG00000040582, intron 2 of 7)	protein_coding-intron (ENSGALG00000040582, intron 2 of 7)	69214	ENSGALG00000040582	ENSGALG00000040582	ENSGALT00000078478			LMX1B			protein_coding
ATAC_R1.mLb.clN_peak_32108	23	2023738	2023851	+	18	NA	Intergenic	Intergenic	-4638	ENSGALG00000000955	ENSGALG00000000955	ENSGALT00000001409			TMEM222			protein_coding
ATAC_R1.mLb.clN_peak_17162	13	9759205	9759354	+	18	NA	Intergenic	Intergenic	13365	ENSGALG00000040360	ENSGALG00000040360	ENSGALT00000082972			DUSP1			protein_coding
ATAC_R1.mLb.clN_peak_60702	9	8284732	8284874	+	18	NA	Intergenic	Intergenic	4141	ENSGALG00000031350	ENSGALG00000031350	ENSGALT00000076883			KCNE4			protein_coding
ATAC_R1.mLb.clN_peak_43752	4	34999035	34999376	+	18	NA	intron (ENSGALG00000052558, intron 7 of 7)	protein_coding-intron (ENSGALG00000052558, intron 7 of 7)	-10390	ENSGALG00000029532	ENSGALG00000029532	ENSGALT00000062842			CXCL13L3			protein_coding
ATAC_R1.mLb.clN_peak_39866	3	94667055	94667228	+	18	NA	Intergenic	Intergenic	318868	ENSGALG00000028982	ENSGALG00000028982	ENSGALT00000043751			CMPK2			protein_coding
ATAC_R1.mLb.clN_peak_47746	4	86073603	86073760	+	18	NA	Intergenic	Intergenic	4865	ENSGALG00000037457	ENSGALG00000037457	ENSGALT00000052293						protein_coding
ATAC_R1.mLb.clN_peak_13277	10	17267947	17268062	+	18	NA	Intergenic	Intergenic	-3341	ENSGALG00000040651	ENSGALG00000040651	ENSGALT00000074990			IGF1R			protein_coding
ATAC_R1.mLb.clN_peak_11700	1	190161765	190161914	+	18	NA	intron (ENSGALG00000017246, intron 2 of 12)	protein_coding-intron (ENSGALG00000017246, intron 1 of 13)	12136	ENSGALG00000017246	ENSGALG00000017246	ENSGALT00000095606			ME3			protein_coding
ATAC_R1.mLb.clN_peak_58399	8	5678339	5678452	+	18	NA	intron (ENSGALG00000003429, intron 2 of 8)	protein_coding-intron (ENSGALG00000003429, intron 2 of 6)	14938	ENSGALG00000003429	ENSGALG00000003429	ENSGALT00000005426			PBX1			protein_coding
ATAC_R1.mLb.clN_peak_40124	3	97875107	97875345	+	18	NA	intron (ENSGALG00000016457, intron 3 of 4)	protein_coding-intron (ENSGALG00000016457, intron 3 of 3)	16112	ENSGALG00000016457	ENSGALG00000016457	ENSGALT00000099127			TRIB2			protein_coding
ATAC_R1.mLb.clN_peak_17992	14	4613885	4614029	+	18	NA	intron (ENSGALG00000004629, intron 10 of 13)	protein_coding-intron (ENSGALG00000004629, intron 12 of 15)	24916	ENSGALG00000021128	ENSGALG00000021128	ENSGALT00000034001			FSCN1			protein_coding
ATAC_R1.mLb.clN_peak_16569	13	3452268	3452421	+	18	NA	Intergenic	Intergenic	-3725	ENSGALG00000002447	ENSGALG00000002447	ENSGALT00000003856						protein_coding
ATAC_R1.mLb.clN_peak_38907	3	81490123	81490326	+	18	NA	Intergenic	Intergenic	-13654	ENSGALG00000015917	ENSGALG00000015917	ENSGALT00000025653			EEF1A1			protein_coding
ATAC_R1.mLb.clN_peak_35977	3	43464763	43465085	+	18	NA	Intergenic	Intergenic	77001	ENSGALG00000051009	ENSGALG00000051009	ENSGALT00000101412						protein_coding
ATAC_R1.mLb.clN_peak_13714	11	5062829	5062945	+	18	NA	intron (ENSGALG00000039178, intron 3 of 40)	protein_coding-intron (ENSGALG00000039178, intron 3 of 40)	26847	ENSGALG00000039178	ENSGALG00000039178	ENSGALT00000071709			CHD9			protein_coding
ATAC_R1.mLb.clN_peak_41513	4	3574118	3574237	+	18	NA	Intergenic	Intergenic	-25284	ENSGALG00000053597	ENSGALG00000053597	ENSGALT00000087532			MBNL3			protein_coding
ATAC_R1.mLb.clN_peak_11438	1	186493692	186493804	+	18	NA	intron (ENSGALG00000017200, intron 1 of 14)	protein_coding-intron (ENSGALG00000017200, intron 1 of 14)	3776	ENSGALG00000017200	ENSGALG00000017200	ENSGALT00000027800			MTMR2			protein_coding
ATAC_R1.mLb.clN_peak_33027	28	2858315	2858442	+	18	NA	intron (ENSGALG00000026055, intron 3 of 6)	protein_coding-intron (ENSGALG00000026055, intron 4 of 6)	1145	ENSGALG00000026055	ENSGALG00000026055	ENSGALT00000103151			PALM			protein_coding
ATAC_R1.mLb.clN_peak_99	1	1811550	1811664	+	18	NA	Intergenic	Intergenic	-21543	ENSGALG00000008444	ENSGALG00000008444	ENSGALT00000040237			TUBAL3			protein_coding
ATAC_R1.mLb.clN_peak_36698	3	51875321	51875475	+	18	NA	intron (ENSGALG00000013727, intron 1 of 27)	protein_coding-intron (ENSGALG00000013727, intron 1 of 27)	814	ENSGALG00000013727	ENSGALG00000013727	ENSGALT00000022311			SYNJ2			protein_coding
ATAC_R1.mLb.clN_peak_32938	27	7862877	7863021	+	18	NA	intron (ENSGALG00000032191, intron 1 of 4)	protein_coding-intron (ENSGALG00000032191, intron 1 of 4)	-2857	ENSGALG00000053351	ENSGALG00000053351	ENSGALT00000100431						protein_coding
ATAC_R1.mLb.clN_peak_37455	3	61374152	61374283	+	18	NA	intron (ENSGALG00000014868, intron 1 of 9)	protein_coding-intron (ENSGALG00000014868, intron 1 of 9)	1990	ENSGALG00000014868	ENSGALG00000014868	ENSGALT00000023989			SERINC1			protein_coding
ATAC_R1.mLb.clN_peak_32853	27	5317364	5317484	+	18	NA	intron (ENSGALG00000000603, intron 1 of 13)	protein_coding-intron (ENSGALG00000000603, intron 2 of 13)	11191	ENSGALG00000000603	ENSGALG00000000603	ENSGALT00000090932			KANSL1			protein_coding
ATAC_R1.mLb.clN_peak_43751	4	34998754	34998923	+	18	NA	intron (ENSGALG00000052558, intron 7 of 7)	protein_coding-intron (ENSGALG00000052558, intron 7 of 7)	-10023	ENSGALG00000029532	ENSGALG00000029532	ENSGALT00000062842			CXCL13L3			protein_coding
